date,turnover
2025-09-10,0.00016904566704603607
2025-09-11,0.00013375415635916155
2025-09-12,0.013045468853572079
2025-09-15,0.01859149584387601
2025-09-16,0.007626547696746228
2025-09-17,0.007508533985139121
2025-09-18,0.0028718530273549314
2025-09-19,0.006562769151522346
2025-09-22,0.004332337994215063
2025-09-23,0.003630077399993631
2025-09-24,0.0035382074166200594
2025-09-25,0.010889081872458184
2025-09-26,0.010073433618585703
2025-09-29,0.008665032992805688
2025-09-30,0.000904818821795661
2025-10-01,9.116912778869835e-05
2025-10-02,0.0075027549854477515
2025-10-03,0.013365643691521628
2025-10-06,0.0036024060719279105
2025-10-07,0.012799980659504911
2025-10-08,0.010470203645545212
2025-10-09,0.0017593535637565605
2025-10-10,0.001093082612320162
2025-10-13,0.006190048975217882
2025-10-14,0.009675161070446525
2025-10-15,0.003586442650742705
2025-10-16,0.0023584737621476226
2025-10-17,0.0020243630487394026
2025-10-20,0.004778925910255305
2025-10-21,0.0020318301410476858
2025-10-22,0.0027456712533156513
2025-10-23,0.0007678731349775314
2025-10-24,0.004254720110184851
2025-10-27,0.010700880601599544
2025-10-28,0.007834559964468746
2025-10-29,0.003874968688539676
2025-10-30,0.0004076288483459145
2025-10-31,0.009149003471889572
2025-11-03,0.00860421376607104
2025-11-04,0.0060673479590160895
2025-11-05,0.010257877595039738
2025-11-06,0.009230369776032199
2025-11-07,0.006254610390735493
2025-11-10,0.009641895457997679
2025-11-11,0.0052346458328193235
2025-11-12,0.003785946748995739
2025-11-13,0.00537279083901393
2025-11-14,0.012988005606716813
2025-11-17,0.0015333397040730168
2025-11-18,0.005275913218659112
2025-11-19,0.0026606831017693122
2025-11-20,0.0007508468442204985
2025-11-21,0.001664927319967674
2025-11-24,0.005160990017385209
2025-11-25,0.013308705113913827
2025-11-26,0.0013938087915954245
2025-11-28,0.002576103442985478
2025-12-01,0.000747623499176342
2025-12-02,0.0011476617273221967
2025-12-03,0.0010017933642103571
2025-12-04,0.009401658501296734
2025-12-05,0.004234518627355466
2025-12-08,0.00021967650552004447
2025-12-09,0.007914181138900439
2025-12-10,0.00344914847766703
2025-12-11,0.0018861090967850769
2025-12-12,0.0031587143940383366
2025-12-15,0.009651349286019684
2025-12-16,0.009404879911553948
2025-12-17,0.008470472509828325
2025-12-18,0.009091331635704969
2025-12-19,0.006768625355340369
2025-12-22,0.003422192776806804
2025-12-23,0.00237684140519151
2025-12-24,0.0028033900749352414
2025-12-26,0.0009754059647111291
2025-12-29,0.005340169286270818
2025-12-30,0.007474223296372817
2025-12-31,0.0025788631611757262
2026-01-02,0.000757530377339638
2026-01-05,0.007069761123946222
2026-01-06,0.006137562396319768
2026-01-07,0.012059554831442498
2026-01-08,9.09712390267936e-05
2026-01-09,0.0026096617982095116
2026-01-12,0.0036601387486898673
2026-01-13,0.0018528225322874126
2026-01-14,0.000489514652028844
