portfolio,total_return,annualized_return,annualized_volatility,sharpe,max_drawdown
strategy,0.19607980324258034,0.19030574897262786,0.2372279731159553,0.7677819799801683,-0.22857683600492573
benchmark_60_40,0.14920835853208958,0.144896892837183,0.1179671030066075,1.0378177188330082,-0.11288789322897841
