model,MAE,RMSE,MAPE_pct
ARIMA,9.888186657290662,12.843183132290513,2.881530694694857
ARIMA_calibrated,9.901084569561764,12.851423941378071,2.888555879911353
LSTM_multivariate_calibrated,57.304562078355424,69.59320897122697,14.589979705943978
LSTM_multivariate,62.29395462095047,74.69446525158173,15.851855366762171
