date,y_true,lstm_pred
2025-06-04,-0.15384948253631592,-0.01928125135600567
2025-06-05,0.03601383417844772,-0.019093690440058708
2025-06-06,0.044531214982271194,-0.017248617485165596
2025-06-09,0.05519232153892517,-0.01595352031290531
2025-06-10,0.001042102579958737,-0.014982572756707668
2025-06-11,-0.022679682821035385,-0.014660532586276531
2025-06-12,0.01924274116754532,-0.015009717084467411
2025-06-13,0.011674257926642895,-0.015604359097778797
2025-06-16,-0.03960360959172249,-0.01603473164141178
2025-06-17,0.017857560887932777,-0.01686720736324787
2025-06-18,0.0003415528335608542,-0.01762017048895359
2025-06-20,0.07910624891519547,-0.018269771710038185
2025-06-23,-0.023827554658055305,-0.01876463182270527
2025-06-24,-0.03868634253740311,-0.018766283988952637
2025-06-25,-0.005418374668806791,-0.019230419769883156
